Text,Sentiment
bueno la historia y me con dudas que no el juego me encanto se ve hermoso la historia me pero al el juego me una de como que esperaba un final mas y no tan sinceramente es un juego que en lo personal lo solo una vez no le la de re si que un seria como le si es que le un a las cosas que sin te max s la historia y me que no el juego juego me me encanto la historia el juego juego me un final y no es un un juego juego que que en,positive
de spoilers lo que con este juego es de me hizo como cuando jugue el primer life is strange por he todas las entregas pero hasta ahora me tan historia es desde el primer juego no me tanto como un el capitulo y con me mucho con los personajes que son y con los que estan muy bien y y realmente espero volver a en entregas ahora de de de nuevo como sigue siendo la max que pero ahora toma decisiones de manera mas ya no es la de años que me que el final donde chloe y se arcadia bay y cuando este juego que se su por ser una pero no el juego un entre lo nuevo y nos da a chloe en lo cual es un hermoso lo que espero para el futuro que este juego ha sido un nuevo y creo que cosas muy para el de life is strange con en una de con poderes para bien o para mal que ya lo tambien a una max que ha sus poderes y no con un de que volver a ver arcadia bay en el futuro puedo con que chloe en forma pero por ahora es que `` '' max '' '' como al final del juego a el estilo de los juegos ha sido y en mi opinion ha sido un excelente el nuevo estilo le de es hermoso hay que me se realmente en esta ya no el tiempo con max pero el nuevo de sus poderes es muy entre y es una experiencia y todo lo la esencia de life is strange que los fans creo que he todo lo que sobre este juego ha sido una de y a los por esta historia personajes de recomiendo este juego totalmente lo que este juego juego es el primer life is is strange todas las historia es desde el el primer primer juego no me con los los personajes con los muy bien volver a sigue siendo max que ya no no es es la que el el final arcadia bay este juego que se pero no el juego es un lo que para el el futuro este juego ha sido sido un creo que para el de life life is is strange en una max que y no volver a arcadia bay en el el futuro `` '' '' '' del juego el estilo de los ha sido ha sido sido un que me ya no max pero de sus es una de life life is is strange creo que lo que este juego ha sido este juego,positive
life is strange double exposure as a fan of the franchise is a game you want to love but unfortunately it makes it difficult to do so the game of the series are present in this game graphics and music of characters with you over time a focus on emotions and connection many choices that can lead to different outcomes and of course a big problem you with your one important to the player in are characters at its lis memorable characters that many of us still hold unfortunately double exposure missed the here while there is a whole of characters most of them do n't feel quite right or are n't there 's something in the way the characters look and as they went with a more realistic style etc but made the characters have strange too big for and have them be very the and often feel because there 's this they to everything some characters like safi pull and find way more and than they are it 's to watch and makes it hard to care about safi which is pretty bad considering her in this story another issue where things felt forced is the use of lis has always been towards it was a natural part of the series you could always romance you liked best and that 's still possible in lis double exposure but this time they so heavily into this that almost nothing else is left and it just felt forced every character is or a few or struggles with i 'm part of the and it 's to have representation but when your game is pretty much nothing else anymore then it does n't feel natural or believable anymore they really did too much another somewhat issue is the way are handled in this new game we got to know characters and our relationships with them evolved which made them feel believable not so much here this time we mostly just get by the game that we do like certain characters the game has already for us that we like safi and care much about her why we do n't know we just do another example the game has started and we like amanda the really much despite not her and our objective is now to to ask her for a and do lines on her we did n't even have any interactions with her yet but she 's supposed to be our main love interest in this game the only excuse for this is that this is one of amanda 's personal struggles liking people too much too but let 's be real it 's mostly lazy writing same with or gwen the game heavily us towards liking them and caring about them but why is annoying and on a person who 's not single all game and to another character 's why would we like her one of the few in the game that felt natural was the to moses as it grew over time as we got to know him more this made sense amanda did have one or two moments later on that to a real reason we might like her too although they it too hard in the beginning but in a way it felt like all in this game were by the despite of those characters being unlikable or shallow sad was that the game chloe and arcadia bay times in the game but we never get to see her in person which considering the abilities characters in the game have could easily have been put into the game maybe something they to do in the next part hopefully another problem was how little our choices seem to have this time around sure we make our choices but the outcome feels more due to them certain parts to set up a sequel this down the of our choices in the first lis our decisions were hard and meaningful we had to choose between our best or a whole of people and we could n't have it both in the lis about the two our choices what kind of person our little would into and which of us would even but this time around both final choices are to pretty much the same with only minor the story feels okay but the just do n't feel high and decisions do n't make enough of a difference lis 's was and double exposure to in its something went really in the of the final chapter we 're in the middle of the final it 's up we 're trying a few small things and suddenly well suddenly our character something along the lines of `` '' i 'm so we it all '' '' and everything is fine i was and thought this must be a of our main character before we get to the actual resolution of the there just is no end at all it 's just over without us doing anything or making a choice everything is suddenly okay everyone and all that is for nothing and to set up a at that once that weight to two unlikable people from this part that was so visuals sound gameplay characters story as a whole this game is the of getting and being `` '' that must 've been the best o you ever had '' '' but you did n't even come sure the game experience overall was still and sometimes fun but there 's a lot to about it too and ultimately you 're getting of a proper for fans of the series i think it 's still worth playing but it does n't hold a to the first few games still better than true colors though i hope the sequel does better than double exposure if you buy it the base version is the best option maybe you can get the on sale later on i the ultimate version and while like the cat outfits etc are they really do n't the price life is is strange strange double double exposure as a a fan fan of of the the franchise is a a game game you you want want to to do of the the series in this this game graphics and of characters choices that lead to different outcomes and of of course a big big problem the player of us double exposure there is is a a whole of characters most of of them do n't n't feel are n't there 's in the the way way the the characters as they with a a more the characters and have there 's like safi they are it 's hard to to care care about which is is pretty in this this story is the use of of lis has always always been it was was a part of of the the series you could and that that 's 's still in lis double exposure but this this time nothing else and it it just just felt a few i 'm part of of the and it it 's to have game is is pretty pretty much nothing else it does does n't n't feel too much issue is is the the way in this this new got to to know characters and with them so much this time by the the game game that the game game has like safi safi and do n't n't know just do the game game has her and for a did n't n't even with her she 's supposed to to be in this this game game the for this this is is that that this this is one of too much let 's it 's the game on a 's not game and like her one of of the in the the game game that that felt was the as it as we got to to know on that like her in the the beginning but in in a a way way it it felt felt like in this this game by the that the the game chloe and arcadia bay in the the game game but get to to see her in considering the characters in in the the game have been into the the game to do in the the next our choices seem to to have this time time around our choices but the the outcome due to certain parts set up up a a sequel down the our choices in the the first first lis to choose a whole of people could n't n't have in the the lis about the the two our choices kind of of us but this this time time around choices are pretty much the same with only the story but the just do do n't n't feel do n't of a double exposure in the of the the final we 're in the the middle middle of of the the final it 's we 're a few along the of `` `` '' i 'm it all '' '' everything is i was be a get to to the the actual of the at all it 's 's just everything is all that set up up a that was as a a whole this game game is is the `` '' 've been the best '' '' you did did n't n't even the game and sometimes there 's 's a a lot about it you 're of a a proper fans of of the the series i think think it it 's 's still but it it does does n't to the the first better than true colors though i i hope the sequel better than double exposure if you buy it it the the base the best you can can get on sale the ultimate and while like the do n't,positive
early access thoughts i loved the original life is strange game i even enjoyed before the games are fantastic however double exposure falls short in the of the first two the most ♥♥♥♥♥♥♥♥ part is how they handled max an entire for chloe and yet they had chloe break up with max through a that just does n't feel true to their relationship even if they were going through a chloe ’ t just give up and leave that said if you set aside that double exposure has a lot going for it the graphics are stunning and the facial animations are some of the best i ’ ve seen the story is engaging with a solid cast of characters but i just didn ’ t feel a strong connection to safi who you ’ re supposed to care about the most she doesn ’ t have the same emotional pull that chloe had in the original game it almost feels like max wasn ’ t meant to be the protagonist this time around however with three more chapters on the way i ’ m that the game will these issues and chloe and max double exposure has some strong with certain parts of the story being genuinely enjoyable however too many plot points felt unresolved the story an feel it ’ s clear they ’ re setting up for a dlc or sequel but this focus on future content from a conclusion the ending felt almost as if it ended the story feeling just unlike the first life is strange games i ’ t find myself truly caring about most of the characters gwen and moses out as but the rest didn ’ t really with me the game seemed to for a connection with safi as if trying to replace chloe as max ’ s best friend but she came as a forced and don ’ t even get me started on safi basically trying to the life is strange i also am to bring up which still ’ t max and chloe this lack of around their relationship only to my with safi and the romance options here as i still believe max and chloe should never have been up because it makes no sense for chloe to just max because she ’ s a `` '' free '' '' but enough ♥♥♥♥♥♥♥♥ and about how bad double exposure is there are some good aspects here hannah telle ’ s performance as max caulfield is incredible she truly in the of this game and is the main reason i with it to complete the game to the end max caulfield will always be one of my favorite characters and hannah telle ’ s is a huge part of what makes her great the graphics are fantastic with each feeling and real the voice acting is superb as well the entire cast did a fantastic job but i could say a whole lot more but then this would be a book so all things i would this game about a and if i 'm being a i honestly to say it because i wanted to like this game but i don ’ t think they can the that the original life is strange games had so if you 're a fan or someone who liked chloe i would say save your money because you probably n't enjoy this game however if you ’ re a new fan or didn ’ t like chloe you might find it enjoyable but it ’ s still better to wait for a sale i loved loved the the original original life life is is strange strange game double exposure of the the first first two the most part is how they they handled an entire chloe and they had up with with max through a does n't n't feel even if if they through a ’ t if you double exposure has a a lot it the the graphics graphics are and the the facial facial animations are some some of of the the best i ’ the story story is with a of characters but i i just didn ’ ’ t t feel to safi you ’ ’ re supposed to to care care about about the the most doesn ’ ’ t t have have the the same in the the original original game game it it almost feels like like max wasn ’ ’ t to be the protagonist this time time around on the the way way i i ’ ’ m that the the game chloe and and max double exposure has some with certain certain parts parts of of the the story the story it ’ ’ s ’ re setting up for a but this the ending as if if it the story unlike the the first first life life is is strange strange games ’ t most of of the the characters but the the rest didn ’ ’ t the game seemed to for a with safi as if trying to as max ’ s as a don ’ ’ t trying to the life life is is strange i also ’ t max and and chloe lack of with safi safi and and the the romance romance options as i i still max and and chloe have been because it ’ s a `` `` '' '' '' double exposure exposure is there are are some hannah telle ’ s as max max caulfield in the of this this game game and and is is the the main with it it to the game game to to the the end max caulfield one of of my my favorite characters and hannah telle ’ s is a a huge part of of what great the the graphics graphics are the voice voice acting acting is as well the entire did a a fantastic but i i could a whole but then would be be a i would this game and if if i i 'm a i say it i wanted wanted to this game game but but i don ’ ’ t that the the original original life life is is strange strange games so if if you you 're 're a someone who i would would say your money enjoy this this game if you you ’ ’ re a new didn ’ ’ t but it it ’ ’ s wait for for a a sale,positive
i 've played all of the lis games and still really enjoyed this one i found the ending to be a bit but it did n't the overall experience for me i 've 've played all of of the the lis lis games games and really enjoyed this one i found found the the ending to be be a a bit but it it did did n't the overall for me,positive
a into the franchise that 's sometimes and sometimes hot the in the pros graphics the look photo realistic and acting from all characters really cool character d all new characters are just so well written and make you really want to know what 's coming next new love are just so cool power is pretty cool but really would have been a better addition to her old powers i that both and deck to use the powers as they were a part of what made lis a games had already that other in universe people have powers besides max and cons writing most of chapter had me the scene just felt so forced like they 're trying to make you like safi but it 's just so is a well written character but they tell you max and her are rather than showing you as such a part of the emotional impact of later scenes up missing the game about a still does n't have a photo and with a game this gorgeous it one few locations you really just back and between where max a and the university very very little branching out and while the graphics are gorgeous the is a bit especially if you live in the least one major character from early game just never to be again for no good reason spent so much time at max some of her decisions in game and to in the past old are just and sometimes when you the player should be able to make a decision you ca n't ending not spoilers conclusion a fantastic and heavily game i 'm not sure i like the direction the franchise is but this game right now is good end scene spoiler into the the franchise that 's and sometimes in the new characters characters are are just just so well written and make make you you really want to to know are just just so power is is pretty pretty cool would have have been been a to her as they were a part of of what max and and cons most of just felt like they they 're trying to to make make you like safi but it it 's 's just just so is a well written max and rather than such a part of of the does n't n't have have a with a a game you really and the out and and while while the the graphics graphics are is a a bit especially if if you in the to be so much at max some of of her game and in the are just and sometimes when you the player should be able to to make make a ca n't a fantastic game i i 'm 'm not not sure i like like the the direction the franchise but this this game right now is good,positive
good story stunning visuals top and incredible soundtrack as usual playing as max and seeing her after feels pretty amazing honestly so if you 're a fan of original lis i think this one 's for you the story is not something `` '' out of this world '' '' but it 's fun and very this game really made my inner fan feeling things and i ca n't wait to see more of max in the future good story as usual playing as as max max and so if if you you 're 're a a fan fan of original lis i think think this this one the story story is is not `` '' out of of this '' '' but it it 's fun and and very this game and i i ca ca n't n't wait wait to to see more of of max in the the future,positive
i can now say this is the best life is strange game since the first game i can this is is the the best life is is strange strange game since the the first first game,positive
producto recibido de forma gratuita life is strange mixed feelings you can see that the developers their best a pretty cool plot idea a very good soundtrack atmosphere graphics are great characters are well written not perfect but it will do cool with but i did not like the idea of a sequel to the original lis i think the first part is a complete finished work and this game feels like same to the endings in the first lis there were two endings and although each player was free to choose between them i the ending where max and chloe away together for me at least in this game you can kind of change some details that are to the endings of the original game but it does n't change much the plot of this game will and the difference is in small details i have the feeling that the game was more for the fact that people chose to and many elements of this game elements like as if more to a certain that the developers chose also at the end of this game we have two endings which slightly and that 's it everything remains the same the characters from the choice of ending do not change in any way the choices throughout the game do not affect anything safi for example and considering that the developers at the end that max will we are waiting for the up of this story i have that it will feel like an “ ” and that the decisions in this game which we made will slightly affect the events of the “ sequel ” i would like to note that so far there are minor bugs in the game and there was up take in one dialog i have only mixed feelings about the game the developers to come up with something but it turned out to be quite to the game in life is strange double exposure is a good game if you it in from the whole series but if you it as a part of the series it is quite producto recibido recibido de de forma forma gratuita life is is strange mixed feelings you can can see that the the developers pretty cool a very very good graphics are are great characters are are well well written but it it will but i did not like the of a a sequel to the the original original lis i think think the the first part is is a this game feels like to the the endings endings in in the the first first lis there were two endings to choose the ending max and and chloe for me at least in this this game game you you can kind of that are to the the endings of the the original original game game but but it it does does n't the plot of this this game and the i have have the that the the game game was for the the fact fact that chose to to and of this this game as if to a a certain that the the developers at the the end end of of this this game two endings and that that 's the same the characters from the do not way the the choices throughout the the game do not for example that the the developers at the the end that max max will waiting for for the of this this story story i i have that it it will feel like and that that the the decisions in this this game game which of the i would like to so far there are in the the game game and and there there was in one i have mixed feelings feelings about about the the game game the the developers up with but it to be the game game in life is is strange strange double double exposure exposure is is a a good good game game if if you from the the whole series but but if if you as a part of of the the series it is is quite,positive
double exposure left me on the one hand it is beautiful and makes good use of a great soundtrack the dialog is well written and the voice acting generally superb after my at the of chloe from the game aside from and the of max 's powers into universe hopping rather than time travel i wanted to with the new cast of characters max 's two choices of love interest and see how jumping between two could affect the narrative and the outcome of the game on the other hand despite some really great and dialog i found the actual story to be for the of the game though the dialog is well written almost all of that is not only max 's dialog it is her her inner thoughts that no one but the player this an experience those new powers that seemed so promising felt quite limited and like they to a series of and those new characters felt shallow even more so over the course of the game because all that universe hopping meant that i was really only half the time at best with any one version of them they had no of any of the very few meaningful interactions i 'd had with them once i making the of real feeling relationships impossible ultimately it did n't feel like max 's powers had any real impact on the outcome of the story did they leave me with the that i 'd really that journey i did n't feel like i 'd made my version of max that the endings that all these games to have unlike say in lis true colors where i felt like i 'd my own version of i found this older version of max much more sympathetic and immediately than the original version of the original lis game this max is by her past and has matured enough to understand that there are some things you just have to in life she feels like she 's been through a which is certainly especially if you chose to save chloe in the first game and let arcadia bay be literally away however this max is still an she 's still a despite both her and the story us that she has at caledon college where chloe acted as a to max life and fun and into that first story there is n't a character to do that for max here sure there 's moses but he 's just as much of an as she is even she 's left two of him even when she her universe hopping abilities in him it 's not at all like when max her abilities with chloe which triggers a series of moments a deal in of max 's lack of impact is safi death triggers the whole story i felt like i got to know safi and i have to say that i did n't like her her death was a to me with only max 's to it making me feel much of anything about it in the original lis max never even rachel who is the big of that story but through chloe 's feelings about rachel and chloe being a more sympathetic and generally interesting character i came to care about what had happened to rachel i never really all that much about what happened to safi which is a big problem since her death triggers the entire double exposure story even more is that even though max to be by safi 's death she almost no time with safi once she that she can between the timeline in which safi was and a second timeline where safi is still alive for a chapter and a half i grew annoyed that max did n't out safi and every possible second with her because max should already have that everything is and comes with a price especially in to her powers in fact she even that there 's always a price at least once but seems to her own i do have several of double exposure and it certainly is n't my favorite game in the series that would be true colors for the way the powers connection with the characters as to how the powers max from everyone in double exposure by them all into two shallow i still enjoyed my time at caledon college for my max is and sympathetic enough that i ultimately did feel for her by the end of the story even if none of the other characters mattered to me i certainly understand people this game a though because the developers it or not double exposure seemed unlike the original lis or true colors which were all about the protagonist to another or several others in true colors through the use of their powers and as as it might have been for the experience double exposure on the the one it is use of of a a great is well well written and the the voice voice acting at the from the the game aside from and the of max max 's universe hopping rather than time travel i wanted wanted to with the new cast of characters max 's between two the narrative and the the outcome of the the game on the the other i found found the the actual to be for the of the the game is well well written all of of that is not not only only max max 's it is her inner but the the player like they new characters even more over the of the the game all that universe hopping that i i was was really the time time at at best version of of them they had any of of the the very i 'd with them once i it did did n't n't feel feel like like max max 's impact on on the the outcome of the the story with the that i i 'd i did did n't n't feel feel like like i i 'd version of of max these games to have in lis true colors i felt felt like like i i 'd my own version of i found version of of max than the the original version of of the the original original lis max is enough to that there there are are some have to feels like she 's through a which is especially if if you you chose chose to in the the first first game game and and let arcadia bay max is is still she 's 's still still a her and and the the story that she at caledon as a to max fun and into that there is is n't a character to do there 's he 's 's just just as as much much of as she she is she 's universe hopping it 's 's not at all when max with chloe of max max 's lack of the whole story i i felt felt like like i got to to know safi and and i i have have to say that that i i did did n't like her her death was a to me with only only max max 's much of about it in the the original original lis is the the big of that story but feelings about and chloe a more character i to care care about happened to never really all that that much happened to to safi which is is a a big big problem her death the entire double exposure even more is that even though to be safi 's with safi that she between the and a a second safi is is still for a chapter and and a that max did n't safi and with her everything is with a to her that there there 's at least seems to i do double exposure and it is n't my favorite game in in the the series would be true colors for the the way way the with the the characters how the in double double exposure i still still enjoyed my time time at at caledon max is that i for her by the the end end of of the the story even if of the the other other characters to me this game game a the developers it or or not double exposure unlike the the original original lis true colors about the the protagonist true colors use of as it might have have been for the the experience,positive
the first two chapters are very enjoyable for those who are of i 'll list some pros and cons that i personally pros spoiler free the game is visually great and i love the expressions of the characters though i do i miss the style of the old game a bit the seem realistic and a bit less than the previous games though even without the i believe the of max is very well the story so far has been incredibly interesting to the point i have n't thinking about it and i want to replay the first two chapters over and over to see all the different outcomes i feel like all decisions carry weight in your gameplay not just the more `` '' '' '' choices cons spoiler free i have encountered some fps mostly during scenes though there have been a issues during such as are missing for and one of the characters for a moment lol on the side this is n't the of game where lag the again with the graphics i 've the shadows are the most setting and yet there 's only a few settings for medium high i 'd love if a `` '' low '' '' setting could be in the future as the performance with no shadows is yet incredibly to look at now i 'll some pros and cons that spoilers so avoid this next if you 've not played the game or gameplay overall i 'm with this game and would definitely recommend it the rest of the chapters can hold up to the first two the first first two two chapters chapters are for those those who i 'll and cons that i the game game is great and and i i love love the of the the characters though i i do miss the of the the old game a a bit realistic and and a a bit than the the previous previous games of max max is very well the story so far has been to the the point i have about it it and and i want to to replay replay the the first first two two chapters to see all the different outcomes i feel feel like `` '' '' '' i have have been been a one of of the the characters for a on the this is is n't n't the with the the graphics i 've the most there 's 's only only a a few i 'd a `` `` '' '' '' in the the future as the the performance now i i 'll and cons if you you 've played the the game game or overall i i 'm with this this game game and recommend it the rest rest of of the up to to the the first first two,positive
this is so good i ’ ll say it ’ s only really for fans of the first game not really for new player in my opinion but they did a good job i think not worth extra to play early tho that ’ s but i the game based on that fact and the fact is the game is if your a fan of the first like i am this is a must buy this is is so good i i ’ ’ ll say it it ’ ’ s fans of of the the first first game in my they did did a a good i think to play ’ s but i the game based on on that and the the fact is the the game game is a fan fan of of the the first like i i am this is is a,positive
life is strange double exposure is a mixed that has some interesting and a promising start but ultimately to live up to the potential of its and of trying to the narrative of the series in to a direction that at least i am not too excited about while it was great to be playing as max caulfield again i have to that there were multiple moments i found myself thinking that the story they could have also just an original character instead as it felt that the were more interested in using max as a character than the were interested in writing about max as a character that being said i did enjoy episodes to just that and were n't great the gameplay never really evolved or the times in an interesting way and overall the whole thing was a mixed do i think it is worth playing why not it is not a disaster but i would absolutely recommend waiting for a sale life is is strange strange double double exposure exposure is is a a mixed that has has some and a up to to the trying to the narrative of the the series to a at least i am not too it was to be playing as as max max caulfield i have have to that there there were i found found myself that the the story could have also just as it it felt felt that that the were more interested in max as as a a character than the interested in max as as a a character said i i did just that that and great the never really an interesting the whole was a a mixed i think think it it is it is is not not a but i i would recommend waiting waiting for for a a sale,positive
as a chloe the and play this yes you 'll miss her and yes it 's a little starting off i think it on its slightly in the beginning that just having max will get and keep our interest rather than to it but it 's also worth as episodes and in are characters the plot had me hooked what started as i 'll finish episode turned into an to finish it because it was just that the animations and va in were top really gorgeous and there was some fantastic to i wish they would down the and of lines and make them player but that 's a i had a fantastic playing this deck nine has my trust as a you 'll her and it 's 's a off i i think think it in the the beginning max will rather than but it it 's episodes and and in the plot i 'll because it it was was just just that and there there was i wish they would down the but that that 's 's a i had had a a fantastic deck nine,positive
as a time lis fan i 'm gon na be and say this is easily the one though i really enjoy the new characters and the overall story gwen is so hot i the journal none of it looks like something max would ever seeing how this is after the original it would only make sense that her would 've instead of going down the weird off looking she is doing now i 'm also deeply by the colors and choices i when max picked up the and said `` '' its my '' '' no like that i 'm not saying it has to be actually but its like they did n't even try to make it look like it one of my favorite part of the games is through the and reading every single to truly myself in the world of the protagonist which is why is so lol the previous games have all the and i think its major part of the franchise so it up this bad is i would also like to how lazy the area felt it beautiful but with it made me i did not like the and though it all i know its in the beginning of the game and maybe meant to new players into the but my main is definitely the journal though and i think my is pros max is back final outfits cat hot i also really enjoy the it 's a lis and they are got keep the alive shaka keep in that i only played the first two episodes so far so i 'm hoping i can see past the `` '' '' '' and just enjoy how the story i 'll just have to wait around hours for the full game to be out as a i 'm gon na this is though i i really really enjoy enjoy the the new new characters characters and and the the overall is so of it this is after the the original it would that her would 've instead of down the she is now i i 'm by the when max `` '' '' '' that i i 'm 'm not to be like they they did did n't n't even to make make it like it one of of my my favorite part of of the in the of the the protagonist which is is so the previous previous games and i i think part of of the the franchise i would like to with it made me i did did not like the though it it all i know in the the beginning beginning of of the the game game and into the and i i think max is is back i also also really really enjoy enjoy the it 's 's a they are that i i only only played played the the first first two two episodes so far so i i 'm i can can see `` '' '' '' and just how the the story i 'll have to for the the full full game game to to be,positive
i can understand people being annoyed at the fact that the game does n't both endings but aside from that fact i want to put my piece down so far point one from the three hours i 've played so far i 'm really enjoying how they 're setting up plot the max clearly has i felt lis from the very moment i the the music and max is back made me up point two as much as i 'm loving this game so far i ca n't that once again is with how well i can run the game i 'm getting lag the is going all over the place and it 's hard to keep fps point three i 've been reading that both endings would be but from the first it appears to of that i can understand the in that but i 'm enjoying this so far it 's got me hooked and this is someone who did n't play lis or true colours as they did n't interest me at all if you really liked life is strange you 'll love this game if you can get over the fact the that only one of the endings in lis appears to be at this moment in time i will update my review if such a thing later i can at the the fact fact that that the the game does n't aside from want to so far from the hours i i 've 've played so far far i i 'm how they they 're setting up i felt from the the very the music max is is back made me as much much as as i i 'm this game game so so far far i i ca ca n't once again with how well i i can can run the game game i i 'm is going over the and it it 's hard to to keep i 've 've been would be from the the first appears to that i i can in that but i i 'm so far it 's hooked and this is someone who did n't true colours as they they did did n't at all if you you really life is is strange you 'll this game game if if you you can can get over the the fact one of of the the endings endings in in lis appears to to be i will my review such a,positive
this was pretty much everything i had it was i really enjoyed playing through this game it had a good story really characters and some not and max was just as as she was in the first game i know it 's getting a lot of reviews based on how chloe does n't appear in the games but as someone who chose to save arcadia bay in the first lis having her appear would have been really weird i do love how max about her a lot though even though chloe does n't appear you can tell how important she still is to max i also felt the new powers were a fun change and it made dealing with certain parts of the story more interesting seeing how low the are for this game currently makes me sad i feel like it much more than it 's getting i 'm looking to a continuation to max 's story again in the future this was pretty much i had it was i really really enjoyed this game game it had a a good good story characters and and some and max was just just as as she she was in the the first first game game i i know it 's a lot lot of based on does n't in the someone who chose to arcadia bay in the the first first lis would have have been i do a lot even though does n't you can to max i also the new were a and it with certain certain parts parts of of the the story for this this game i feel feel like like it it 's i 'm to a to max max 's in the the future,positive
spoilers double exposure is an interesting game if you 're a or someone that found the relationship between her and max to be a of your of the first game then you should probably this if you 're interested in just more max it 's a good if you 're looking for an narrative with and believable character de 's main often with its animations and good va work are often by unclear character and a mystery that is by people 's to actually speak clearly to max taking of the two you can back and between most of max 's time at caledon is down someone for information and nothing of use then to the timeline and and information that them to give you something -- a fact or at an but anything to go off of until the end of the game most of the at caledon seem to be of the most in between gwen lucas and yasmin you have three for the of for poorly explained reasons her book deal is cancelled because yasmin wanted it to be for reasons something to safi 's character and a for her decisions is never explained to max i yasmin was just her from being a lucas and gwen are n't much better lucas never takes his and to maya 's even more by the end of the game he 's it off with a and acting as if he 's away with it despite it a disaster for him just the past chapter gwen is just weird you have this things my own way character safi 's book deal up this interesting and somewhat for why someone especially a to safi would do such a thing but it into gwen was to do it by yasmin and along with it despite at any other point in the game talking to max how she 's of for herself at the college why she does this at all or why she even to yasmin in the first place is never explained because instead of getting a resolution with her like everyone else she out and lastly safi herself is a real piece of work jumping from an and acting those who her to someone suddenly having a and herself as a half the game i that safi lucas and his relationship with his son to get back at her for maya 's -- instead when max her about this she it off and says `` '' i thought he might have had something with my cancelled book deal '' '' actually then you have a with lucas to safi because suddenly she that she 's supposed to actually care about maya which in safi that her is actually down of `` '' of the '' '' she actually is the one that cancelled safi 's book deal why reasons reasons that explains to you or max in fact the best of the game is the most minor and wasted character ever alderman a detective in the is to the murder or of safi despite only into the game in chapter and making a mostly wasted in early chapter alderman is played off as a and most of all character from him max change aspects of reality to his way into her home and that her entire past is a story of death it 's clear that alderman is the first to he 's dealing with a unfortunately this is immediately wasted as alderman from after serious too it 's literally right after the scene and it 's such a of a character as the idea of a detective and clear enough to keep on max 's and know that something strange and is is a idea wasted detective alderman definitely could have the death note lastly i know a lot of people are annoyed with the of chloe in this game as well as max 's relationship with her but i think this has left people a far more curious at the end of the game max into the storm safi to two impossible choices chloe or her in the first game despite any of with the first game max actually to everything and save the that the storm is n't actually a really it 's more like a minor which i that max will just time travel back to using the photo she kept the storm and save both chloe and arcadia right probably not game would vinh and the again double exposure exposure is an interesting game if if you you 're 're a found the her and and max to be be a of your of the the first first game then you if you you 're interested in it 's 's a a good if you you 're narrative with and a to max of the the two you can most of of max max 's time at at caledon to the to go until the the end end of of the the game most of of the at caledon seem to to be of the the most lucas and you have for the book deal it to to be to safi safi 's 's character and a for her to max was just lucas and are n't even more by the the end end of of the the game he 's with a as if he 's with it is just you have my own safi 's book deal to safi such a thing but but it to do with it point in in the the game to max she 's at the at all in the the first instead of with her out and is a piece of those who as a the game game i lucas and to get when max about this `` '' might have with my book deal '' '' then you you have have a that she she 's supposed to care about that her of `` `` '' of the '' '' is the the one safi 's book deal the best of the the game game is is the the most in the into the the game game in chapter and off as as a most of aspects of that her is a it 's is the the first he 's with a this is it 's after the and it it 's such a of a a character as the of a enough to to keep on max max 's is a could have i know a lot lot of of people people are with the in this this game as well well as as max max 's with her but i i think think this at the the end end of of the the game into the the storm her in in the the first first game with the the first first game that the the storm is n't it 's like a which i that max max will time travel back to the storm chloe and,positive
